Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_araddr[31:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlock,design_1_i/system_ila_0/inst/net_slot_0_axi_arprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awaddr[31:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlock,design_1_i/system_ila_0/inst/net_slot_0_axi_awprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_b_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_r_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rdata[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wdata[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wstrb[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_awready,design_1_i/system_ila_0/inst/net_slot_0_axi_w_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_wready,design_1_i/system_ila_0/inst/net_slot_0_axi_wlast,design_1_i/system_ila_0/inst/net_slot_0_axi_b_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_bready,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_arready,design_1_i/system_ila_0/inst/net_slot_0_axi_r_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_rready,design_1_i/system_ila_0/inst/net_slot_0_axi_rlast,AR_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],AW_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],B_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],Interface_(i1:s0)_(RISCV_axi4_mem)[2:0],R_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],W_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],ila_1___slot_0___RISCV_axi4_mem___Read_Transactions_0[15:0],ila_1___slot_0___RISCV_axi4_mem___Write_Transactions_0[15:0]
829,829,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000080004e40,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:8 Addr:0x80000e40)"
830,830,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:8 Addr:0x80000e40)"
831,831,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000080004e40,ff,2,0,1,2,0,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
832,832,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:8 Addr:0x80000e40)"
833,833,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:8 Addr:0x80000e40)"
834,834,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:8 Addr:0x80000e40)"
835,835,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:8 Addr:0x80000e40)"
836,836,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,ff,2,0,1,7,1,1,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Last Data","_","Write (ID:8 Addr:0x80000e40)"
837,837,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
838,838,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
839,839,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
840,840,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
841,841,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
842,842,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
843,843,0,0,80004e40,"INCR",0,c,07,0,"Data Secure Privileged",0,"8 bytes",1,80004e40,"INCR",0,c,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,ff,2,0,1,4,0,0,1,2,0,1,3,1,1,0,0,0,0,"Addr Cmd","_","_","Active","_","_","Read (ID:c Addr:0x80004e40)","Write (ID:8 Addr:0x80000e40)"
844,844,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",1,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,0,0,0,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","Write (ID:8 Addr:0x80000e40)"
845,845,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",1,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","Write (ID:8 Addr:0x80000e40)"
846,846,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","Write (ID:8 Addr:0x80000e40)"
847,847,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","Write (ID:8 Addr:0x80000e40)"
848,848,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","Write (ID:8 Addr:0x80000e40)"
849,849,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","Write (ID:8 Addr:0x80000e40)"
850,850,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,3,1,1,2,0,1,0,0,0,0,"_","_","Write Response","Active","_","_","Read (ID:c Addr:0x80004e40)","Write (ID:8 Addr:0x80000e40)"
851,851,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
852,852,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
853,853,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
854,854,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
855,855,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
856,856,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
857,857,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
858,858,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
859,859,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
860,860,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
861,861,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
862,862,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
863,863,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
864,864,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,00028b630ff5f593,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:c Addr:0x80004e40)","_"
865,865,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:c Addr:0x80004e40)","_"
866,866,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,0000000080004b73,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:c Addr:0x80004e40)","_"
867,867,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,0000000080004e40,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:c Addr:0x80004e40)","_"
868,868,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,0000000000000000,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:c Addr:0x80004e40)","_"
869,869,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,0000000000000001,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:c Addr:0x80004e40)","_"
870,870,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,0000000080004e40,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:c Addr:0x80004e40)","_"
871,871,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,0000000000000000,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:c Addr:0x80004e40)","_"
872,872,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",1,0000000000000000,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,7,1,1,1,"_","_","_","Active","Last Data","_","Read (ID:c Addr:0x80004e40)","_"
873,873,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
874,874,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
875,875,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
876,876,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
877,877,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
878,878,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
879,879,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
880,880,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
881,881,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
882,882,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
883,883,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
884,884,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
885,885,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
886,886,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
887,887,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
888,888,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
889,889,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
890,890,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
891,891,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
892,892,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,8,"OKAY",0,0000000000000054,c,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
